id,titre,theme,mots_cles,producteur,type_prod,frequence,licence,modifie,lignes,description
plub_gpu_pp,PLU bioclimatique - Version du Geoportail de l'Urbanisme - Prescriptions ponctuelles,Urbanisme et Logements,"PLU,DU,GPU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-03,710,"PLU bioclimatique - Données diffusées sur le Geoportail de l'Urbanisme de l'Etat - Prescriptions ponctuelles Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Données également téléchargeables sur le le Géoportail National de l'Urbanisme . Documentation complète : cf. "" PLU_GPU_PRESCRIPTIONS_PONCTUELLES .PDF"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU dans leur version disponible sur le Géoportail de l'Urbanisme, con"
plub_gpu_ps,PLU bioclimatique - Version du Geoportail de l'Urbanisme - Prescriptions surfaciques,Urbanisme et Logements,"PLU,DU,GPU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-03,32085,"PLU bioclimatique - Données diffusées sur le Geoportail de l'Urbanisme de l'Etat - Prescriptions surfaciques Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Données également téléchargeables sur le le Géoportail National de l'Urbanisme . Documentation complète : cf. "" PLU_GPU_PRESCRIPTIONS_SURFACIQUES .PDF"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU dans leur version disponible sur le Géoportail de l'Urbanisme, con"
plub_gpu_pl,PLU bioclimatique - Version du Geoportail de l'Urbanisme - Prescriptions linéaires,Urbanisme et Logements,"PLU,DU,GPU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-03,34160,"PLU bioclimatique - Données diffusées sur le Geoportail de l'Urbanisme de l'Etat - Prescriptions linéaires Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Données également téléchargeables sur le le Géoportail National de l'Urbanisme . Documentation complète : cf. "" PLU_GPU_PRESCRIPTIONS_LINEAIRES .PDF"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU dans leur version disponible sur le Géoportail de l'Urbanisme, consult"
plub_gpu_is,PLU bioclimatique - Version du Geoportail de l'Urbanisme - Périmètres pour information,Urbanisme et Logements,"PLU,DU,GPU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-02,4263,"PLU bioclimatique - Données diffusées sur le Geoportail de l'Urbanisme de l'Etat - Périmètres pour information Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Données également téléchargeables sur le le Géoportail National de l'Urbanisme . Documentation complète : cf. ""PLU_GPU_INFORMATIONS_SURFACIQUES.PDF"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU dans leur version disponible sur le Géoportail de l'Urbanisme, cons"
chantiers-a-paris-copie0,Historique – chantiers à Paris en 2020,Mobilité et Espace Public,"chantiers,espace public,emprises chantier,Restriction circulation,circulation,stationnement,mobilité",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2025-05-07,22384,"Historique – chantiers à Paris en 2020 Jeu de données des chantiers en cours en 2020 , de la Ville de Paris, des opérateurs de réseaux ainsi que des chantiers privés qui occupent l'espace public parisien. Chaque enregistrement désigne une emprise de chantier. Un chantier peut contenir plusieurs emprises. L’emprise d’un chantier désigne une surface occupée temporairement par des travaux sur l’espace public. Elle correspond à l’espace déclaré par le demandeur (particulier riverain, concessionnaire de service public, maître d'œuvre ou conducteur de travaux, entreprise de BTP...) à l’occasion d’un"
budget-consacre-par-la-ville-de-paris-aux-quartiers-prioritaires,Budget consacré par la Ville de Paris aux quartiers populaires,,,"Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris\SPV",,ANNUAL,Open Database License (ODbL),2025-04-03,41,Cet indicateur présente le montant budgétaire global annuel (cumul des montants en fonctionnement et en investissement) consacré par la Ville de Paris aux quartiers prioritaires.
votation-donnees-votation-mars2025-pour-ou-contre-vegetaliser-rues,"Votation – Votation mars 2025 - Pour ou contre végétaliser et rendre piétonnes 500 nouvelles rues dans Paris, réparties dans tous les quartiers ?",Citoyenneté,"résultats,vote,arrondissement","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Licence Ouverte (Etalab),2025-04-02,218,"Résultats de la votation du 23 mars 2025 - Question dite parisienne Le dimanche 23 mars 2025, la Ville de Paris a organisé une votation sur végétalisation et la piétonisation des rues de Paris. La votation s'est déroulée dans 218 bureaux de vote, répartis sur 34 sites. Ces bureaux de vote, dont le nombre a été proposé par chaque mairie d’arrondissement, ont permis de repartir la totalité des électeurs concernés. L’organisation de cette votation était placée sous le contrôle d'une commission de contrôle indépendante. Les fichiers des résultats de la votation comprennent : Nombre d’inscrits Nomb"
votation-mars-2025-donnees-questions-locales,Votation – Votation mars 2025 - Résultats - Questions locales,Citoyenneté,"résultats,vote,arrondissement,votation","Direction de la Démocratie, des Citoyen.ne.s et des Territoires - Ville de Paris",,,Licence Ouverte (Etalab),2025-04-02,0,"Résultats de la votation du 23 mars 2025 – Questions locales A l’occasion de la votation du dimanche 23 mars 2025, plusieurs mairies d’arrondissement ont, conformément au règlement de la votation, soumis une question d’intérêt local au vote des électeurs de leur arrondissement. L’organisation de cette votation était placée sous le contrôle d'une commission de contrôle indépendante. La votation s'est déroulée dans 218 bureaux de vote, répartis sur 34 sites. Les questions dites d’arrondissement posées le 23 mars 2025 étaient : Paris Centre : Pour ou contre introduire davantage de commerces de pr"
ztl,Zone à Trafic Limité (ZTL),Mobilité et Espace Public,circulation,Direction de la Voirie et des Déplacements - Ville de Paris,,,Licence Ouverte (Etalab),2025-04-01,1,"Le jeu de données représente le périmètre de la Zone à Trafic Limité (ZTL), mise en œuvre à Paris Centre à compter du 5 novembre 2024 Le périmètre correspond au secteur de Paris Centre (les 1er, 2e, 3e et 4e arrondissements) sans les Grands Boulevards au nord, les îles de la Cité et de Saint-Louis ni les quais bas et hauts rive droite dans le sens ouest-est. Seul le trafic ayant pour origine ou destination les rues de ce périmètre est autorisé. À contrario, le trafic de transit (traverser la zone) y est interdit, sauf exceptions. La Zone à Trafic Limité concerne seulement les véhicules motoris"
budget-participatif_operations-projets-gagnants-realisations-test,budget-participatif_operations-projets-gagnants-realisations-test,,,,,,,2025-03-25,5026,
chantiers-a-paris-copie1,Historique – chantiers à Paris en 2021,Mobilité et Espace Public,"chantiers,espace public,emprises chantier,Restriction circulation,circulation,stationnement,mobilité",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2025-03-18,32201,"Historique – chantiers à Paris en 2021 Jeu de données des chantiers en cours en 2021 , de la Ville de Paris, des opérateurs de réseaux ainsi que des chantiers privés qui occupent l'espace public parisien. Chaque enregistrement désigne une emprise de chantier. Un chantier peut contenir plusieurs emprises. L’emprise d’un chantier désigne une surface occupée temporairement par des travaux sur l’espace public. Elle correspond à l’espace déclaré par le demandeur (particulier riverain, concessionnaire de service public, maître d'œuvre ou conducteur de travaux, entreprise de BTP...) à l’occasion d’un"
chantiers-a-paris-copie2,Historique – chantiers à Paris en 2022,Mobilité et Espace Public,"chantiers,espace public,emprises chantier,Restriction circulation,circulation,stationnement,mobilité",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2025-03-18,26370,"Historique – chantiers à Paris en 2022 Jeu de données des chantiers en cours en 2022 , de la Ville de Paris, des opérateurs de réseaux ainsi que des chantiers privés qui occupent l'espace public parisien. Chaque enregistrement désigne une emprise de chantier. Un chantier peut contenir plusieurs emprises. L’emprise d’un chantier désigne une surface occupée temporairement par des travaux sur l’espace public. Elle correspond à l’espace déclaré par le demandeur (particulier riverain, concessionnaire de service public, maître d'œuvre ou conducteur de travaux, entreprise de BTP...) à l’occasion d’un"
especes-observees-2010-2024-deve,"Nombre total d'espèces observées à Paris (flore, champignons/lichens, faune)",Environnement,"espèces,nature,plantes,animaux,champignons,biodiversité",Direction des Espaces Verts et de l’Environnement – Ville de Paris,,,Licence Ouverte (Etalab),2025-03-14,6,"L’indicateur rend compte des observations sur le vivant, réalisées à Paris sur deux périodes de 10 ans : entre 2010 et 2020 et entre 2014 et 2024. Près de 3 500 espèces sauvages y ont été observées entre 2014 et 2024 : Flore : 827 espèces observées, dont 763 plantes à fleurs, 18 fougères et prêles, 1 conifère et 45 mousses et hépatiques. Champignons/lichens : 480 espèces, dont 448 champignons et 32 lichens. Faune : 2 153 espèces observées, dont 1 628 insectes et 142 oiseaux. L’Atlas de la Nature publié en 2020 recense le nombre d’espèces observées à Paris entre 2010 et 2020. Pour la flore l’ob"
zone-a-faibles-emissions,Zone à Faibles Emissions (ZFE),Mobilité et Espace Public,"ZFE,pollution,Crit'Air,MGP,DVD,Qualité de l'air",Direction de la Voirie et des Déplacements - Ville de Paris,,,Open Database License (ODbL),2025-03-14,1,"Initiée en 2015, renforcée en 2017 puis en juillet 2019, la Zone à faibles émissions parisienne franchit une nouvelle étape : le 1er janvier 2025, la restriction de circulation des véhicules Crit’Air 3 entre en vigueur sur l’ensemble du territoire parisien, y compris le boulevard périphérique et les bois de Vincennes et de Boulogne. Cette démarche s’inscrit depuis 2019 dans un cadre métropolitain : l’ensemble du périmètre délimité par l’autoroute A86 (A86 exclue) est concerné par ces mêmes restrictions de circulation. L’instauration de la Zone à faibles émissions métropolitaine a été rendue ob"
quartiers-prioritaires,Quartiers populaires,,,,,,,2025-02-15,72,Source : https://opendata.apur.org/datasets/28e1ab15be8e48d384188ec151718425_0/explore?location=48.886018%2C2.376797%2C14.28
dessinons-bartholome-brancion,Dessinons Bartholomé-Brancion - 2024,Urbanisme et Logements,"démocratie participative,consultation,15e",DD,,,Open Database License (ODbL),2025-01-22,70,"Améliorer les logements, lutter contre les ilots de chaleur, redynamiser l’économie du secteur, rénover les équipements publics… La Ville de Paris s’engage pour un projet de renouvellement urbain sur le quartier Bartholomé-Brancion (15e arrondissement). Les riveraines et riverains peuvent partager leurs idées pour améliorer leur quotidien grâce à la démarche de concertation citoyenne mise en place à cet effet depuis 2023. Vous pouvez vous exprimer et soumettre vos contributions par le biais du registre électronique ouvert dès le début de la concertation sur décider.paris . Les contributions de"
les-10-remunerations-les-plus-elevees-des-agents-publiques,Les 10 rémunérations les plus élevées des agents publics,Administration et Finances Publiques,"DRH,Rémunération,Salaire,ressources humaines",Direction des Ressources Humaines - Ville de Paris,,,Open Database License (ODbL),2025-01-21,8,"Rémunérations les plus élevées des agents de la Ville de Paris En application de l'article 37 de la loi n° 2019-828 du 6 août 2019 portant transformation de la fonction publique, la Ville de Paris publie la somme des dix rémunérations annuelles les plus élevées des agents (hors élus) de la collectivité. Plus d’information sur paris.fr Ce jeu de données est conforme aux spécifications du fichier de déclaration des dix rémunérations les plus élevées des agents publics édicté par Schema.data.gouv Au bas de cette notice, la définition du schéma de données dans l'encadré rouge NB : Pour récupérer l"
