id,titre,theme,mots_cles,producteur,type_prod,frequence,licence,modifie,lignes,description
plub_jpp,PLU bioclimatique - Jardins partagés protégés - Emprises,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,16,"Plan Local d'Urbanisme Bioclimatique de Paris - Jardins partagés protégés - Emprises Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Jardin partagé protégé - Emprise.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_pftransi,PLU bioclimatique - Plate-formes de transit,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,14,"Plan Local d'Urbanisme Bioclimatique de Paris - Plate-formes de transit Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Plate-forme de transit.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_ess,PLU bioclimatique - Sites de protection des activités relevant de l'économie sociale et solidaire,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,47,"Plan Local d'Urbanisme Bioclimatique de Paris - Sites de protection des activités relevant de l'économie sociale et solidaire Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Site de protection des activités relevant de l économie sociale et solidaire.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont é"
plub_agri,PLU bioclimatique - Sites de protection de l'agriculture urbaine,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,23,"Plan Local d'Urbanisme Bioclimatique de Paris - Sites de protection de l’agriculture urbaine Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Site de protection de l agriculture urbaine.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme"
plub_ebc,PLU bioclimatique - Espaces Boisés Classés,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,264,"Plan Local d'Urbanisme Bioclimatique de Paris - Espaces Boisés Classés Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Espace boisé classé.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_res_voie,PLU bioclimatique - Emplacements réservés pour voie,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,20,"Plan Local d'Urbanisme Bioclimatique de Paris - Emplacements réservés pour voie Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Emplacement réservé pour voie.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_hauteur,PLU bioclimatique - Plafonds des hauteurs,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,116,"Plan Local d'Urbanisme Bioclimatique de Paris - Plafonds des hauteurs Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Plafond des hauteurs.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Visualisation des données : Voir cette carte Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme "
plub_sdh,PLU bioclimatique - Secteur de développement de l'habitation,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,31,"Plan Local d'Urbanisme Bioclimatique de Paris - Secteur de développement de l'habitation Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Secteur de développement de l habitation.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_pai,PLU bioclimatique - Sites de protection des activités productives urbaines,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,121,"Plan Local d'Urbanisme Bioclimatique de Paris - Sites de protection des activités productives urbaines Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Site de protection des activités productives urbaines.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail Nat"
plub_protcom,PLU bioclimatique - Protections du commerce et de l'artisanat,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,5107,"Plan Local d'Urbanisme Bioclimatique de Paris - Protections du commerce et de l'artisanat Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Protection du commerce et de l artisanat.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_senat,PLU bioclimatique - Territoire du Sénat,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,1,"Plan Local d'Urbanisme Bioclimatique de Paris - Territoire du Sénat Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Territoire du Sénat.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_ecm_limite,PLU bioclimatique - Emprises constructibles maximales - Limites,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,623,"Plan Local d'Urbanisme Bioclimatique de Paris - Emprises constructibles maximales - Limite Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Emprise constructible maximale - Limite.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_vec,PLU bioclimatique - Volumétries existantes à conserver,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,1179,"Plan Local d'Urbanisme Bioclimatique de Paris - Volumétries existantes à conserver Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Volumétrie existante à conserver.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_evp,PLU bioclimatique - Espaces verts protégés,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,3038,"Plan Local d'Urbanisme Bioclimatique de Paris - Espaces verts protégés Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Espace vert protégé.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_ecm,PLU bioclimatique - Emprises constructibles maximales,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,4092,"Plan Local d'Urbanisme Bioclimatique de Paris - Emprises constructibles maximales Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Emprise constructible maximale.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_limstat,PLU bioclimatique - Limitations des parcs de stationnement,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,1387,"Plan Local d'Urbanisme Bioclimatique de Paris - Limitations des parcs de stationnement Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Limitation des parcs de stationnement.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_voiebois,PLU bioclimatique - Voies en zone naturelle,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,260,"Plan Local d'Urbanisme Bioclimatique de Paris - Voies en zone naturelle Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Voie en zone naturelle.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_ceinture,PLU bioclimatique - Ceinture verte et sportive - Emprise,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,1,"Plan Local d'Urbanisme Bioclimatique de Paris - Ceinture verte et sportive - Emprise Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Ceinture verte et sportive - Emprise.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_oap_perim,PLU bioclimatique - OAP - Périmètres,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,13,"Plan Local d'Urbanisme Bioclimatique de Paris - OAP - Périmètres Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""OAP - Périmètres.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_jpp_picto,PLU bioclimatique - Jardins partagés protégés - Pictos,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,16,"Plan Local d'Urbanisme Bioclimatique de Paris - Jardins partagés protégés - Pictos Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Jardin partagé protégé - Picto.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_gypse,PLU bioclimatique - Secteurs de risque - Gypse,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,11,"Plan Local d'Urbanisme Bioclimatique de Paris - Secteurs de risque - Gypse Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Secteurs de risque - Gypse.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_ecbbv,PLU bioclimatique - Emprises de construction basse en bordure de voie,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,64,"Plan Local d'Urbanisme Bioclimatique de Paris - Emprises de construction basse en bordure de voie Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Emprise de construction basse en bordure de voie.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l"
plub_isri,PLU bioclimatique - Implantation sans retrait imposé,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,18,"Plan Local d'Urbanisme Bioclimatique de Paris - Implantation sans retrait imposé Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Implantation sans retrait imposé.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_arbre,PLU bioclimatique - Arbres remarquables protégés,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,266,"Plan Local d'Urbanisme Bioclimatique de Paris - Arbres remarquables protégés Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Arbre remarquable protégé.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_hebtour_lim,PLU bioclimatique - Secteur d'encadrement des hébergements touristiques - Limite,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,1,"Plan Local d'Urbanisme Bioclimatique de Paris - Secteur d'encadrement des hébergements touristiques - Limite Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Secteur d’encadrement des hébergements touristiques - Limite.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le G"
plub_lpcppc,PLU bioclimatique - Liaisons piétonnières - Passages sous porche - Voies à créer,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,390,"Plan Local d'Urbanisme Bioclimatique de Paris - Liaisons piétonnières - Passages sous porche - Voies à créer Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Liaison piétonnière - Passage sous porche - Voie à créer.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géopo"
plub_hebtour,PLU bioclimatique - Secteur d'encadrement des hébergements touristiques - Emprise,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,12,"Plan Local d'Urbanisme Bioclimatique de Paris - Secteur d'encadrement des hébergements touristiques - Emprise Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Secteur d’encadrement des hébergements touristiques - Emprise.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le"
plub_ps,PLU bioclimatique - Parcelles signalées pour leur intérêt patrimonial,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,5244,"Plan Local d'Urbanisme Bioclimatique de Paris - Parcelles signalées pour leur intérêt patrimonial Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Parcelle signalée pour son intérêt patrimonial.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'U"
plub_batchtdest,PLU bioclimatique - Constructions où des changements de destination peuvent être autorisés,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,39,"Plan Local d'Urbanisme Bioclimatique de Paris - Constructions où des changements de destination peuvent être autorisés Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Construction où des changements de destination peuvent être autorisés.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléc"
plub_fuseau,PLU bioclimatique - Fuseaux de protection du site de Paris,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,365,"Plan Local d'Urbanisme Bioclimatique de Paris - Fuseaux de protection du site de Paris Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Fuseau de protection du site de Paris.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_srv_daev,PLU bioclimatique - Sous-secteur de déficit d'arbres et d'espaces végétalisés,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,41,"Plan Local d'Urbanisme Bioclimatique de Paris - Sous-secteur de déficit d'arbres et d'espaces végétalisés Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Sous-secteur de déficit d arbres.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanis"
plub_batmodrn,PLU bioclimatique - Secteur des bâtiments et ensembles modernes,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,584,"Plan Local d'Urbanisme Bioclimatique de Paris - Secteur des bâtiments et ensembles modernes Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Secteur des bâtiments et ensembles modernes .pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme"
plub_stcal,PLU bioclimatique - Secteurs de taille et de capacité d'accueil limitées,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,152,"Plan Local d'Urbanisme Bioclimatique de Paris - Secteurs de taille et de capacité d'accueil limitées Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Secteur de taille et de capacité d accueil limitées.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail Nationa"
plub_comgros,PLU bioclimatique - Secteur d'encadrement du commerce de gros,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,1,"Plan Local d'Urbanisme Bioclimatique de Paris - Secteur d'encadrement du commerce de gros Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Secteur d encadrement du commerce de gros.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail National de l'Urbanisme ."
plub_srv_mce,PLU bioclimatique - Sous-secteur de maintien des continuités écologiques,Urbanisme et Logements,"PLU,DU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-05,3313,"Plan Local d'Urbanisme Bioclimatique de Paris - Sous-secteur de maintien des continuités écologiques Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Sous-secteur de maintien des continuités écologiques.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail Nation"
plub_arbralign,PLU bioclimatique - Alignements d'arbres et compositions arborées protégées,Urbanisme et Logements,"PLU,DU",,,,,2025-06-05,6275,"Plan Local d'Urbanisme Bioclimatique de Paris - Alignements d'arbres et compositions arborées protégées Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Documentation complète : cf. ""Alignement d arbres et composition arborée protégée.pdf"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU disponibles sur l'Opendata, consulter cette page . Les documents et données du PLU sont également téléchargeables sur le Géoportail Nati"
telephonie-mobile-exposition-aux-champs-electromagnetiques,Téléphonie mobile - Exposition aux champs électromagnétiques,Environnement,"Téléphonie,Ondes,électromagnétique,Qualité environnementale,DTEC",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,ANNUAL,Open Database License (ODbL),2025-06-04,8,"Jeux de données portant sur la moyenne annuelle du niveau moyen d’exposition aux champs électromagnétiques de la téléphonie mobile mesuré dans des établissements particuliers et dans des lieux de vie fermés. Il est par ailleurs précisé le nombre de dépassements du seuil de la charte parisienne de téléphonie mobile dans les lieux mesurés ainsi que le nombre de mesures effectuées chaque année La charte parisienne de téléphonie mobile signée entre les 4 opérateurs (Orange, SFR, Bouygues et Free mobile) et la Ville de Paris a arrêté un seuil maximal d’exposition dans les lieux de vie fermés de 5V/"
antennes-relais,Téléphonie mobile - Implantation des antennes opérateurs,Environnement,"opérateur mobile,ondes,antenne,téléphone,4G,5G,DTEC",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,ANNUAL,Open Database License (ODbL),2025-06-04,2232,"Ce jeu de données localise les antennes relais des opérateurs de téléphonie mobile sur le territoire parisien. A partir des données fournies par les 4 opérateurs et de son Système d’Informations Géographiques (SIG), la Ville de Paris a réalisé une synthèse cartographique des sites macro cellulaires existants. La charte prévoit la mise à jour des cartes chaque année. Cartographie sur Paris.fr En savoir plus sur Paris.fr Distribution des antennes relais dans Paris en fonction des opérateurs (Bouygues Telecom, Free Mobile, Orange, SFR)."
energies-part-des-energies-renouvelables-dans-le-reseau-de-chaleur-urbain,Energies - Part des énergies renouvelables dans le réseau de chaleur urbain,Environnement,"ENR2,Energies,DTEC,OBS-TES,Climat",Direction de la Transition Écologique et du Climat - Ville de Paris,LocalAuthority,ANNUAL,Open Database License (ODbL),2025-06-04,13,"Evolution de la part globale d’énergie renouvelable dans le mix énergétique délivré par le réseau de chaleur urbain parisien, tout type d’énergie renouvelable confondu : valorisation énergétique des déchets ménagers, biomasse, géothermie, biométhane, ou encore biocombustibles. Evolution du taux d’énergies renouvelables et de récupération depuis 2012 et son objectif à 2030 de 75% inscrit au Plan Climat air énergie et Schéma directeur de la chaleur urbaine de la Ville de Paris. Source : CPCU (Compagnie parisienne de chauffage urbain) – Schéma directeur du réseau de chaleur parisien 2020-2050 - C"
plub_gpu_zone,PLU bioclimatique - Version du Geoportail de l'Urbanisme - Zonage,Urbanisme et Logements,"PLU,DU,GPU",Direction de l'Urbanisme - Ville de Paris,,,Open Database License (ODbL),2025-06-03,1037,"PLU bioclimatique - Données diffusées sur le Geoportail de l'Urbanisme de l'Etat - Zonage Version du PLU votée par le Conseil de Paris le 20 novembre 2024. Données également téléchargeables sur le le Géoportail National de l'Urbanisme . Documentation complète : cf. "" PLU_GPU_ZONAGE .PDF"" en pièce jointe. Données disponibles pour information et sans valeur réglementaire. Pour accéder au PLU officiel, consulter le Portail des Règles d'Urbanisme de Paris. Pour accéder aux autres données du PLU dans leur version disponible sur le Géoportail de l'Urbanisme, consulter cette page . Pour accéder aux a"
